"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Calm1",8509.9701631316,-0.814304058587767,0.0695878887937521,-11.7018072067288,1.2476766839639e-31,1.66196932645961e-29
"Capn6",110.009472689139,-2.40982904793451,0.299523911193947,-8.04553145132411,8.58719441534447e-16,3.11416928361009e-14
"Car2",1557.06601526085,-1.12002584324899,0.0934979694324516,-11.9791461787644,4.57006118633544e-33,6.50451174329112e-31
"Car4",336.946079759982,-1.54230742276298,0.20402205383888,-7.55951326703619,4.045804268691e-14,1.20792834343964e-12
"Card6",112.099980897646,-0.67809470022635,0.270260744177498,-2.509038825783,0.0121060177410966,0.0392760419453533
"Cbx8",56.5854713385006,-1.04011166494617,0.385672724902994,-2.69687638711755,0.00699932473227159,0.0248583093379941
"Cc2d2a",1128.46697361822,-0.640888770737638,0.103226246122204,-6.20858352224614,5.34643052691744e-10,9.11393161192324e-09
"Ccdc169",115.1274016072,-0.849880094360049,0.276882805422636,-3.06945782733885,0.00214447680039013,0.00897888936371287
"Ccdc184",34.3846852671608,-2.17298762406138,0.519535033897715,-4.18256225717627,2.88242049958184e-05,0.000200995630809767
"Ccdc30",149.084613910011,-0.745530286490775,0.233756058344386,-3.18935171892917,0.00142592271374291,0.00630842537610767
"Ccdc71l",503.224745976956,-0.843059483496616,0.135686064161208,-6.2133092938342,5.18801876238168e-10,8.88031547630077e-09
"Ccdc89",29.9803879912116,-1.70897352675714,0.536510959432902,-3.18534690990011,0.0014458057738309,0.00638009003614485
"Ccdc96",37.0375378178898,-1.61944924724074,0.487098380346166,-3.32468616727867,0.000885181137242564,0.00414460682087219
"Ccl3",29.9904580050654,-2.53719135325251,0.588195085163461,-4.31352015215738,1.60675486445232e-05,0.000117980092167206
"Ccn1",654.788158472242,-1.48863306532741,0.316710700238266,-4.70029293044881,2.59788564415501e-06,2.25027360089792e-05
"Ccn2",640.815655393243,-1.89137290934819,0.148394939303732,-12.7455351120631,3.30117876217837e-37,6.06639609253543e-35
"Ccnd3",7535.09388036668,-0.615796913779678,0.0606772048021455,-10.1487356872758,3.35683907395804e-24,2.56452632194295e-22
"Ccne2",872.621212699188,-0.602173548864223,0.105401455490045,-5.713142632277,1.10908643600971e-08,1.51723608560116e-07
"Ccr4",17.193491500631,-1.89326566649566,0.754604997297172,-2.5089492824417,0.0121090869070119,0.0392798666761952
"Ccser1",119.690516580302,-2.36087143691064,0.293892350696168,-8.03311631390964,9.50274992734292e-16,3.41638656557415e-14
"Cd163",16.9622060401119,-3.05677458591803,0.816143211667374,-3.74538995389432,0.000180113786882871,0.00102682153399892
"Cd200",50.6149183117424,-1.86258236567195,0.433794200393119,-4.29370047820835,1.75719497544218e-05,0.000127851931336444
"Cdc14a",179.326826051188,-0.992569348742226,0.221721066195839,-4.47665783758014,7.58206185968504e-06,5.99297243987277e-05
"Cdh4",88.0738150574457,-1.0556779986689,0.30355301682459,-3.47773845146442,0.000505663066649168,0.00253869981274939
"Cdh6",22.9671265097573,-1.7732623094136,0.62384596223309,-2.84246820010843,0.00447656966869568,0.0169317651466138
"Cdkn2c",73.2978141461008,-1.07305584747376,0.338952164853485,-3.16580319803414,0.00154655390218985,0.00676149591573852
"Cdr1os",21.7420655794598,-2.7201400923998,0.691363258597695,-3.93445856222836,8.3384452467232e-05,0.000515539697194014
"Ceacam2",41.6722787716222,-1.22404670590135,0.451269620937116,-2.71245093644785,0.00667876676689587,0.0238790043730379
"Ceacam20",272.402212600058,-0.959100847290308,0.178866618865533,-5.36210084013124,8.22595942971652e-08,9.56014748039761e-07
"Cela2a",179.408389775519,-0.633908053963289,0.223953994396582,-2.83052800943015,0.00464712420524004,0.0174529624046427
"Celsr2",685.017098128824,-0.595987774687625,0.120739083982685,-4.93616279856071,7.96746071703313e-07,7.66854255210506e-06
"Cenpb",2679.32660926215,-0.861951519791795,0.089730219626127,-9.60603376859247,7.53974861849416e-22,4.86571354945058e-20
"Ces2e",14.0434137471853,-2.52454354753197,0.854687690194007,-2.95376144584336,0.00313926570638841,0.0124658783448789
"Cftr",21.9033711875053,-1.49865797516112,0.616170729209746,-2.43221221670687,0.0150069117588454,0.0469502599140029
"Cgas",143.523386767718,-0.72874663787195,0.252902001148174,-2.88153764922161,0.00395739953305874,0.0152089443863438
"Chac1",73.6657876062682,-0.897082956470696,0.330512183838903,-2.71422053508305,0.00664319251516912,0.023780454860502
"Chdh",18.2718694854008,-1.75581167164717,0.700327246395449,-2.50713031755404,0.0121715827743965,0.0394579547662965
"Chrm3",62.3827311694969,-1.96205323583297,0.392472881113609,-4.99920715608633,5.75665295498969e-07,5.69905899974682e-06
"Cidec",20.0927499978544,-1.72374498152773,0.660418955622192,-2.61007799193735,0.00905215823193007,0.0308942434744149
"Cited2",964.108935427386,-0.716841797543069,0.104150277902761,-6.88276413637938,5.87021798782958e-12,1.31305844765445e-10
"Clca3b",191.505030156034,-1.27303218175395,0.224168228594367,-5.67891440163678,1.35552288514874e-08,1.8255194785088e-07
"Clcn5",1633.68679153311,-0.89540291517278,0.0919484568269974,-9.73809616900364,2.0740349597954e-22,1.39027246659833e-20
"Clec10a",54.6603606320484,-2.13532917280717,0.434862516556745,-4.91035463280389,9.09118294715819e-07,8.63940588193616e-06
"Clec2i",46.50125928679,-1.44711887127432,0.423498033318976,-3.41706160931416,0.00063300952666621,0.00308560590291435
